time;a;d;g;r;p1;p2;p3;p4;p5;p6;p7;p8;p9;p10
7110;110.962;2.5702405;1.71808;0.4726081;4.35542;-0.92102;-0.5825;-0.78581;-0.51382;-1.37348;0.44049;0.26079;-0.91233;0.42684
7120;108.214;2.5025668;1.71194;0.4861689;4.15288;-0.89351;-0.73061;-0.85893;-0.75708;-1.78692;0.38109;0.20455;-0.81844;0.47269
7130;109.721;2.3245971;1.70318;0.4990691;3.54903;-0.84323;-0.75156;-1.12242;-0.93767;-1.81771;0.41513;1.05247;-0.89776;0.72045
7140;110.919;2.3686793;1.70426;0.503993;3.76532;-0.58888;-0.78628;-1.18966;-1.05259;-1.8303;0.6415;0.93891;-0.85289;0.75
7150;110.831;2.4278708;1.71102;0.485353;3.8679;-1.0872;-0.73653;-1.06877;-1.07748;-1.36139;0.83699;0.76726;-0.87616;0.61789
7160;107.15;2.6255841;1.71629;0.4656894;4.52221;-1.16615;-0.7687;-0.58743;-0.47789;-1.19306;0.73381;0.79764;-0.84473;0.56241
7170;112.952;2.8454497;1.75045;0.4674077;5.73214;-1.23925;-1.40204;-0.1777;0.02559;-0.92806;-0.01975;0.70344;-0.76551;0.24908
7180;111.367;2.8310196;1.74533;0.4549372;5.82376;-1.31528;-0.86603;-0.64146;-0.26349;-1.05112;0.19838;0.35591;-0.70037;0.68067
7190;111.602;2.644161;1.73695;0.4697703;5.36846;-1.65764;-1.22984;-0.64121;-0.71338;-1.32903;-0.15502;1.07377;-0.76248;0.58278
7200;112.527;2.8674066;1.76024;0.4601725;5.80915;-1.90858;-1.10707;-0.45974;-0.38837;-1.30676;-0.18386;1.49798;-0.92095;0.40643
7210;112.123;2.7589955;1.74579;0.4818583;5.60991;-1.38997;-1.51663;-0.62005;-0.51659;-1.17844;-0.33507;0.78258;-1.02231;0.43044
7220;110.255;2.7249224;1.7406;0.4754838;5.15941;-1.25843;-1.40554;-0.63819;-0.43559;-0.96368;0.03715;0.86095;-1.16796;-0.11933
7230;111.039;2.6983695;1.73391;0.4937903;5.20412;-0.93061;-1.43605;-0.91711;-0.69987;-1.06643;-0.27739;1.10625;-1.22574;0.2637
7240;110.618;2.714442;1.73509;0.4838301;5.19751;-0.88115;-0.88538;-1.17993;-0.1615;-1.25977;-0.25214;0.66783;-0.9756;0.46795
7250;111.119;2.6860502;1.73323;0.494482;5.0347;-0.50189;-0.77189;-1.14935;-0.75049;-1.37462;0.19392;0.55295;-0.96583;0.65024
7260;113.178;2.7029433;1.73942;0.486442;4.87586;-0.8344;-1.00702;-1.11582;-0.71315;-1.18984;0.20819;0.62716;-1.06423;0.04698
7270;110.427;2.7397482;1.72339;0.4809245;4.92666;-0.7114;-0.5022;-1.07758;-0.99256;-1.00397;-0.05765;0.488;-1.15744;0.5035
7280;112.015;2.7770855;1.74331;0.4922948;5.36374;-0.6142;-0.86448;-0.8196;-0.95908;-1.43498;-0.34329;0.41753;-1.24135;0.45957
7290;109.738;2.7981517;1.74073;0.5083207;5.41793;-0.215;-1.15479;-0.7522;-0.87157;-1.07243;-0.54207;0.47172;-0.96078;0.60831
7300;111.878;2.6845403;1.73727;0.5020102;5.43539;-0.32891;-0.98851;-0.8725;-0.8044;-1.40773;-0.12289;0.36704;-0.89192;0.599
7310;111.604;2.6877236;1.74199;0.4811546;5.1639;-1.15197;-0.91358;-0.84994;-0.21008;-1.35705;-0.18458;1.10355;-1.20641;0.56594
7320;112.198;2.756902;1.73628;0.5140274;5.27841;-0.23803;-1.37599;-0.98834;-0.39511;-1.35295;-0.01605;0.3767;-1.04852;0.44629
7330;112.692;2.6744139;1.74188;0.5115674;5.04265;-0.06295;-1.27691;-0.81095;-0.36803;-1.51641;0.36323;0.14485;-0.91077;0.36084
7340;111.018;2.4854929;1.72363;0.4969272;4.37361;-0.46543;-0.52974;-1.20774;-0.7827;-1.53222;0.19461;0.63736;-1.0831;0.58043
7350;111.556;2.574568;1.72155;0.5260922;4.52006;0.32856;-1.22873;-1.59935;0.00424;-1.5736;0.16791;0.41281;-0.87064;0.26093
7360;110.773;2.4373691;1.71398;0.5154436;4.57409;-0.04286;-1.07835;-1.63012;-0.58261;-1.48331;0.17315;0.77499;-0.92672;0.63658
7370;110.544;2.3551679;1.7024;0.5222425;3.57391;-0.14537;-0.34568;-2.23764;-0.42547;-2.27153;0.45162;0.63026;-0.94527;0.68818
7380;108.218;2.3826785;1.70016;0.5220382;3.78563;0.06584;-0.3687;-1.94021;-1.0324;-2.27504;0.4231;0.45523;-0.83294;0.60982
7390;110.079;2.4151449;1.71063;0.507497;3.67277;-0.37477;-0.00499;-1.77618;-0.56035;-1.99604;0.22413;0.79641;-1.05132;0.81445
7400;111.441;2.3192589;1.70307;0.5210152;3.2101;-0.05808;-0.30159;-1.83461;-0.30545;-1.80785;0.42413;1.03519;-1.18047;0.52908
7410;110.047;2.4304085;1.70859;0.496378;3.64478;-0.69385;-0.20857;-1.56592;-0.24079;-1.75406;0.42126;0.95806;-0.98938;1.01812
7420;108.519;2.49649;1.72165;0.4805801;3.91798;-1.18779;-0.52484;-1.27371;0.0285;-1.63399;0.13649;1.11078;-1.11385;0.51676
7430;109.379;2.4348037;1.71842;0.4783301;3.84075;-1.26245;-0.83232;-1.0112;-0.36691;-1.591;0.39895;1.08568;-1.21948;0.2346
7440;111.412;2.2958441;1.71021;0.5264567;3.6169;-0.48098;-1.26785;-1.64987;-0.44837;-1.87077;-0.01916;1.28863;-1.25583;0.5294
7450;109.061;2.3731985;1.72671;0.5040685;4.1263;-0.8535;-1.18139;-1.43907;-0.70909;-1.93947;0.20372;1.26503;-1.04473;0.24559
7460;112.035;2.3926246;1.71702;0.5161508;3.90604;-0.34289;-1.19555;-1.42861;-0.18051;-1.62107;0.39568;1.04239;-1.00931;0.52653
7470;109.537;2.5221856;1.73162;0.5031232;4.40766;-0.71618;-1.44467;-1.26805;0.03336;-1.52672;0.49532;0.89154;-1.02572;0.21575
7480;110.678;2.5355365;1.72621;0.4992954;4.57962;-0.76156;-1.51367;-1.05866;-0.05786;-1.48544;0.30576;0.91283;-1.12523;-0.00879
7490;111.431;2.4704006;1.72834;0.518458;4.21282;-0.41537;-1.7211;-1.16563;-0.24572;-1.65512;0.25335;1.09995;-1.1585;0.06429
7500;107.701;2.3769472;1.71392;0.5287062;3.97137;-0.26333;-1.74319;-1.39137;-0.60077;-1.69541;0.48657;1.59207;-1.10644;0.12152
7510;108.922;2.2950261;1.71714;0.5213961;3.86954;-0.54363;-1.325;-1.63666;-0.54276;-2.00063;0.4314;0.76128;-0.97625;0.39695
7520;110.747;2.4286776;1.7136;0.5280076;3.89508;-0.1997;-1.38328;-1.45641;-0.11665;-1.60125;0.33219;0.70842;-1.15658;0.61101
7530;110.331;2.3256745;1.70636;0.5193714;3.38905;-0.6892;-1.20246;-1.56621;-0.24276;-1.99667;0.55452;1.11853;-1.16637;0.44531
7540;109.152;2.3923609;1.69196;0.507668;3.4366;-0.44819;-0.32578;-1.92459;-0.16659;-1.72161;0.51117;0.65857;-0.98829;0.91431
7550;108.349;2.485198;1.71271;0.5095317;4.39187;-0.31578;-0.70935;-1.86726;-0.61829;-1.72549;0.31436;0.57805;-0.72661;0.6386
7560;109.008;2.6250458;1.7293;0.4920214;4.6014;-0.7943;-0.6813;-1.06751;-0.21772;-1.6961;0.42444;-0.00941;-1.33931;0.51946
7570;109.947;2.502459;1.73691;0.4911863;4.76816;-1.05428;-0.80372;-1.76478;-0.69794;-1.94108;0.236;0.82773;-1.06272;0.49434
7580;111.004;2.6775444;1.74607;0.4862476;5.22249;-0.78797;-0.6813;-1.4165;-0.29343;-1.53909;0.18542;0.31714;-1.18302;0.59047
7590;108.968;2.7227595;1.73806;0.4551838;5.13604;-1.47919;-0.53043;-1.22346;-0.04318;-0.96218;0.30131;0.36542;-1.29875;0.38388
7600;110.222;2.6563313;1.74136;0.4536891;4.70894;-1.86953;-0.35026;-1.09497;-0.44303;-1.10832;0.23847;0.6787;-1.43039;0.53945
7610;109.302;2.6331155;1.73851;0.4669819;4.78333;-1.81901;-1.18437;-0.90956;-0.12739;-1.47812;0.40169;1.00868;-1.43326;0.41841
7620;110.447;2.6435766;1.73527;0.4735045;5.07308;-1.28446;-0.62752;-1.44307;-0.35084;-1.28555;0.4008;0.42325;-1.48949;0.63939
7630;109.376;2.5854287;1.71855;0.4875568;4.66295;-0.74094;-0.46413;-1.81702;-0.44836;-1.31607;-0.00673;0.36265;-1.14019;0.76691
7640;109.33;2.5953655;1.71754;0.4852317;4.83016;-0.77466;-0.28894;-2.07964;-0.85655;-1.42944;0.3037;0.28454;-1.07435;0.78861
7650;110.734;2.5031519;1.71732;0.5036659;4.54888;-0.57294;-0.7109;-1.77235;-0.73363;-1.74978;0.17727;0.62819;-1.07064;0.7002
7660;109.024;2.4009492;1.70565;0.5297357;3.83803;-0.06765;0.00336;-2.51907;-1.17605;-2.06119;-0.0946;0.81427;-0.95965;0.95625
7670;109.049;2.373096;1.70907;0.5152019;4.01883;-0.5004;-0.27856;-2.34352;-1.15667;-2.26181;0.18297;0.70086;-0.97476;0.69062
7680;108.889;2.3455529;1.70418;0.504213;3.70499;-0.9765;0.1131;-2.28313;-1.01324;-2.37045;0.40276;0.76164;-1.04567;0.97573
7690;108.559;2.4127471;1.70515;0.5290953;3.64887;0.04581;-0.04915;-2.01401;-0.92623;-2.42936;0.48514;0.23577;-1.03403;0.86621
7700;111.504;2.4411583;1.69863;0.5451494;3.99588;0.86672;-0.08526;-2.31841;-1.43209;-2.03528;0.24096;0.04703;-0.49;1.12352
7710;108.246;2.3194778;1.69465;0.5358109;3.24819;0.34958;-0.1866;-1.88051;-1.10177;-2.02003;0.2663;0.50228;-0.59617;1.11006
7720;105.269;2.3630929;1.69614;0.5167537;3.3615;-0.18765;-0.16834;-1.60691;-0.92879;-1.87847;0.39927;0.27685;-0.91442;0.87504
7730;107.341;2.2887523;1.69923;0.5245557;3.5036;0.10384;-0.48574;-1.90745;-1.15908;-1.77573;0.16736;0.7734;-0.71856;0.73494
7740;105.335;2.4054182;1.71003;0.5270144;3.95072;0.27654;-0.4943;-1.66698;-1.12927;-1.74311;0.07448;0.52694;-0.92743;0.91944
7750;109.417;2.4691813;1.71763;0.528792;4.38249;0.84429;-0.37923;-1.44289;-0.85926;-1.71198;-0.11901;0.48734;-0.70104;0.75847
7760;108.401;2.6954119;1.7267;0.4948916;5.27293;0.1882;-0.22659;-1.13767;-0.5919;-1.09033;0.54034;-0.15875;-0.76349;1.16454
7770;107.322;2.5832036;1.72471;0.5092247;4.6652;0.30716;-0.47203;-1.31408;-0.8671;-1.33399;0.42951;0.70271;-0.82844;0.72587
7780;108.913;2.4777732;1.72297;0.5122067;4.34916;-0.23839;-1.02942;-1.34696;-1.18592;-1.42885;0.2176;0.99215;-0.69397;0.65858
7790;106.575;2.4183476;1.70694;0.5176382;4.08171;0.02174;-0.48991;-1.79118;-1.24131;-1.62227;0.09535;1.25423;-0.71857;0.84627
7800;107.5;2.3847451;1.70751;0.5110621;3.73139;-0.03187;-0.8514;-1.03053;-0.84036;-1.28349;0.62051;0.88934;-0.80048;0.78443
7810;105.897;2.3643627;1.69442;0.5292643;3.69034;0.23182;-1.00176;-1.31114;-1.10638;-1.98931;0.39082;0.95919;-0.84964;0.58963
7820;107.289;2.3712246;1.69718;0.5290499;3.86681;0.26663;-1.07892;-1.40437;-1.10043;-1.47016;0.46618;0.9081;-0.79123;0.9608
7830;109.608;2.3609717;1.69812;0.5242089;3.76025;0.27899;-0.63326;-1.58352;-0.98002;-1.61057;0.67859;0.84196;-0.82699;0.89941
7840;106.219;2.3185043;1.6973;0.5149977;3.9022;0.12123;-0.2608;-1.68445;-1.16811;-1.54529;0.56531;0.8713;-0.65797;1.2702
7850;106.78;2.2750764;1.68551;0.5186531;3.14743;-0.07423;-0.45962;-1.69089;-1.16503;-1.67502;0.52743;1.59507;-0.67014;0.71432
7860;107.328;2.2830813;1.69403;0.5218598;3.32451;-0.02159;-0.84525;-1.27628;-1.12193;-1.62026;0.36434;1.42927;-0.75121;0.79469
7870;107.088;2.3512051;1.69691;0.5190699;3.7777;0.17485;-0.68192;-1.33504;-1.10032;-1.55982;0.20705;1.17594;-0.90096;0.78206
7880;107.87;2.4007578;1.70248;0.5424001;4.18786;0.77281;-1.19022;-1.36149;-1.39229;-1.39315;0.1772;1.1244;-0.72852;0.84498
7890;108.194;2.3317788;1.70121;0.543205;3.90937;0.5004;-1.04645;-1.76009;-1.55047;-1.47142;0.14016;1.1061;-0.70786;0.75044
7900;105.893;2.4196298;1.69741;0.5117197;3.92319;0.04871;-0.32259;-1.53817;-1.2405;-1.13451;0.05847;1.19088;-0.77573;0.90246
7910;106.913;2.409961;1.70582;0.5281531;4.27776;0.17493;-0.8912;-1.5157;-1.23731;-1.40631;-0.04658;1.41323;-0.91191;0.66141
7920;107.367;2.5491946;1.70812;0.530169;4.60787;0.6986;-0.74504;-1.53251;-1.03302;-1.45623;-0.33115;0.89001;-0.78754;0.59238
7930;107.519;2.5350838;1.70086;0.5022577;4.24831;-0.13178;-0.64148;-1.40677;-0.52805;-0.85851;-0.08636;1.06097;-0.66601;0.89394
7940;107.282;2.7089632;1.70916;0.4847134;4.76426;-0.28446;-0.17269;-1.13726;-0.40459;-0.50192;-0.23875;0.91955;-0.66744;1.18993
7950;107.096;2.6645038;1.71159;0.5063093;4.98322;0.19973;-0.90335;-0.81844;-0.43119;-0.44944;-0.23321;0.76445;-0.36955;1.19213
7960;104.273;2.6721179;1.71381;0.4662691;4.97004;-0.67339;-0.15709;-0.44634;-0.37609;-0.46565;-0.09891;0.78471;-0.67404;1.22362
7970;105.975;2.7715957;1.72323;0.4792;5.46944;-0.27644;-0.14617;-0.75521;-0.53257;-0.4285;-0.47172;0.44802;-0.44842;1.33247
7980;107.926;2.7239692;1.71098;0.5204229;5.09194;0.8271;-0.05809;-1.43214;-0.97087;-0.4819;-0.34229;-0.14771;-0.47619;1.25557
7990;105.565;2.7280831;1.70897;0.489003;5.55592;-0.03755;-0.22279;-1.06287;-0.80967;-0.22832;-0.24613;0.45823;-0.46973;1.37235
8000;107.739;2.7921379;1.7212;0.515461;5.72497;0.55296;-0.18523;-1.40111;-1.12499;-0.49559;-0.50844;0.33434;-0.83871;1.02055
8010;108.148;2.6941426;1.7142;0.4996219;5.1677;0.19528;-0.09831;-1.21313;-1.03301;-0.51663;-0.31465;0.42478;-0.94392;0.97322
8020;107.561;2.7231965;1.71419;0.4947738;5.28351;0.17609;-0.31634;-1.18937;-0.64366;-0.22508;-0.10217;0.47917;-0.84471;0.90748
8030;108.149;2.662101;1.71079;0.5106831;5.13258;0.06671;-0.61942;-1.60513;-0.4927;-0.75173;-0.58421;0.5039;-0.68065;0.92399
8040;107.776;2.7476437;1.73235;0.4867728;5.61839;-0.51455;-0.92608;-0.93156;-0.49676;-0.43591;-0.32666;0.31233;-0.8411;0.54783
8050;108.467;2.6969595;1.71723;0.49915;5.47541;0.0015;-0.66395;-1.09907;-0.88769;-0.55732;-0.55073;0.02577;-0.75127;0.70872
8060;107.16;2.7401838;1.72417;0.5047906;5.38579;0.08621;-0.68995;-1.03352;-0.74208;-0.78808;-0.66411;0.15696;-0.79223;0.69382
8070;106.859;2.8549843;1.71994;0.4826443;5.61973;-0.41703;-0.3666;-1.10526;-0.36999;-0.47851;-0.45267;0.17016;-0.66535;0.99835
8080;108.908;2.7088726;1.71904;0.5018051;5.16581;-0.05779;-0.60435;-0.91022;-0.67921;-0.4997;-0.75212;0.55213;-0.76866;0.88847
8090;107.452;2.6699333;1.71726;0.4888555;4.85857;-0.34736;-0.36181;-1.41395;-0.37465;-0.73203;-0.47244;0.84872;-0.69035;0.79016
8100;107.544;2.708951;1.72151;0.4909445;5.16211;-0.57465;-0.88437;-1.02236;-0.38326;-0.64214;-0.81251;0.50332;-0.57165;0.7179
8110;108.055;2.7425246;1.72501;0.4737912;5.13084;-1.01238;-0.67375;-0.75008;-0.09803;-0.50302;-0.53944;0.7348;-0.75505;0.89135
8120;106.263;2.8532791;1.73613;0.4657273;5.35357;-1.01381;-0.29956;-0.72576;-0.07621;-0.74335;-0.91809;0.47288;-0.59398;0.33656
8130;107.308;2.7746167;1.73675;0.4839613;5.42118;-0.67879;-0.65655;-1.02977;-0.27126;-0.91578;-0.74321;0.32614;-0.64407;0.39334
8140;106.032;2.7917752;1.7225;0.4731691;5.09516;-0.91705;-0.48486;-1.0233;-0.21566;-0.81267;-0.47578;0.09045;-0.44351;0.55469
8150;106.76;2.6543183;1.71567;0.4672704;4.51178;-1.20393;-0.43101;-1.13908;-0.26241;-0.82082;-0.30764;0.489;-0.76862;0.70873
8160;108.012;2.6380463;1.72625;0.4792878;4.75967;-0.89551;-0.72057;-1.10258;-0.2587;-1.03502;-0.18505;0.51302;-0.6649;0.3872
8170;106.653;2.6421287;1.71626;0.4926109;4.87646;-0.45956;-1.13327;-1.0148;-0.14584;-0.81799;-0.34803;0.54751;-0.49566;0.33338
8180;107.537;2.6145248;1.72719;0.4832626;4.61741;-0.75137;-0.71227;-0.73883;-0.19751;-0.86141;-0.45422;0.8523;-0.90909;0.49443
8190;109.391;2.5307188;1.72365;0.477493;4.49795;-0.81601;-0.38291;-1.28462;-0.65306;-0.90101;0.03805;0.71476;-0.39472;0.57848
8200;106.543;2.5572567;1.71005;0.4994653;4.65004;-0.18961;-0.85274;-1.43346;-0.77199;-0.83663;-0.34006;0.70863;-0.09108;0.47217
8210;107.872;2.4801302;1.71409;0.4992114;4.24662;-0.30387;-0.76086;-1.33481;-0.67588;-1.07923;0.03872;0.89902;-0.55404;0.33244
8220;105.689;2.5648978;1.71725;0.4937812;4.32954;-0.38274;-0.63441;-1.21401;-0.44816;-1.17106;-0.30275;0.82359;-0.54429;0.26061
8230;108.886;2.3570464;1.69994;0.4837184;3.47457;-0.98192;-0.00914;-1.68604;-0.8402;-1.27323;-0.08305;1.28027;-0.33002;0.66408
8240;109.159;2.3236916;1.70199;0.5028388;3.48824;-0.66281;-0.28203;-1.91408;-0.96858;-1.752;-0.07427;1.0849;-0.48078;0.53368
8250;107.837;2.30776;1.69376;0.5182622;3.37829;0.00561;-0.55302;-1.54397;-1.37521;-1.15863;0.08377;1.17089;-0.37052;0.47426
8260;108.64;2.5738442;1.70565;0.4883053;4.27213;-0.41946;-0.05379;-1.50968;-0.66542;-1.27957;-0.24882;0.51916;-0.42149;0.54177
8270;107.106;2.6909823;1.71046;0.4944489;4.91773;0.20138;0.1051;-1.76047;-0.75968;-1.04452;-0.21825;-0.22051;-0.36348;0.35029
8280;109.095;2.6172631;1.71828;0.5053461;4.64825;0.12192;-0.31853;-1.61239;-0.67713;-1.16748;-0.18626;0.17642;-0.47465;0.3143
8290;105.721;2.7186518;1.72766;0.4805621;5.23194;-0.62037;-0.78746;-1.18244;-0.43473;-0.93945;-0.49256;0.40595;-0.43722;0.22406
8300;107.679;2.5719805;1.72538;0.4803407;4.76872;-0.83372;-0.28388;-1.37105;-0.75525;-1.14858;-0.33927;0.72952;-0.14998;0.5951
8310;106.232;2.5868983;1.71131;0.4971847;4.23373;-0.37888;-0.5952;-1.1726;-0.17887;-1.17522;-0.65392;0.8327;-0.33351;0.24434
8320;105.516;2.5199952;1.71124;0.4929698;4.42627;-0.65131;-0.85166;-1.45103;-0.76251;-1.08846;-0.22328;1.00034;-0.27444;0.38186
8330;104.701;2.5536141;1.71417;0.485927;4.25379;-0.9564;-0.99798;-1.18524;-0.12023;-1.1264;-0.02145;1.34525;-0.3932;0.21849
8340;104.534;2.6411633;1.71936;0.5097741;4.60686;0.08194;-1.331;-0.95296;-0.08966;-0.93503;-0.14803;0.68294;-0.48992;0.02087
8350;105.94;2.674912;1.7304;0.5014839;4.81919;-0.49435;-1.75253;-0.62872;0.07696;-0.92251;-0.23004;0.99914;-0.34518;0.06233
8360;108.967;2.645936;1.74078;0.5077818;5.04517;-0.30364;-1.69642;-0.53344;0.2179;-1.07264;-0.2555;0.82095;-0.45386;0.12493
8370;110.675;2.5945301;1.71651;0.4947205;4.19784;-0.65715;-1.45985;-0.24278;0.31897;-1.33439;0.17087;1.02801;-0.55251;0.03251
8380;107.92;2.4627035;1.71093;0.476521;3.74674;-1.45592;-1.16071;-0.54053;-0.15287;-1.57318;0.15022;1.40537;-0.71782;0.11452
8390;108.402;2.6528177;1.72767;0.4976903;4.74772;-0.65065;-1.48539;-0.6998;-0.30873;-1.31773;-0.47234;0.38808;-0.62379;0.02579
8400;107.106;2.7127373;1.72742;0.4862959;5.04402;-0.61191;-1.32125;-0.51383;-0.18888;-0.8369;-0.59907;0.76842;-0.71006;0.18087
8410;108.027;2.7093728;1.74013;0.4853632;4.92443;-0.84832;-1.40324;-0.14297;-0.21397;-0.70173;-0.63488;0.92113;-0.6347;0.10114
8420;106.268;2.6375086;1.72688;0.5090065;4.84885;-0.09006;-1.47376;-0.38908;-0.22211;-1.20981;-0.76479;1.05163;-0.55997;0.14684
8430;106.243;2.6535177;1.72638;0.5188277;4.84048;0.24287;-1.63131;-0.52513;-0.14296;-1.05829;-0.51466;0.54498;-0.53843;-0.10598
8440;106.454;2.6545837;1.72988;0.5136771;5.07703;0.17938;-1.67713;-0.40433;-0.23278;-0.87251;-0.87383;0.73283;-0.12064;-0.10325
8450;107.024;2.7205417;1.72851;0.4990355;5.01081;-0.52725;-1.86903;-0.24178;0.23612;-0.462;-0.89203;1.2279;-0.29567;0.11867
8460;108.047;2.6423025;1.71983;0.5144726;4.50494;-0.17971;-2.00072;-0.07912;0.29604;-0.86045;-0.69509;0.83847;-0.68972;0.02405
8470;109.286;2.5881319;1.71897;0.5273653;4.62378;0.42626;-1.90867;-0.5701;-0.03968;-1.18831;-0.5231;0.79034;-0.36052;-0.03101
8480;106.597;2.6502659;1.71385;0.5219579;4.83543;0.53163;-1.6901;-0.6216;-0.4753;-0.63237;-0.44104;0.25378;-0.40836;0.16033
8490;107.875;2.5755386;1.72199;0.5334008;4.93098;0.58871;-1.83021;-0.56673;-0.94275;-1.07404;-0.48279;0.34519;-0.53878;0.14476
8500;108.172;2.5637236;1.71232;0.5359434;4.65699;0.4986;-1.76381;-0.78372;-0.84039;-1.19998;-0.64598;0.62519;-0.51038;0.08053
8510;106.029;2.5708227;1.71664;0.5507812;4.70804;1.08456;-1.66848;-0.7518;-0.93231;-0.98975;-0.82702;0.31555;-0.27431;0.32276
8520;106.475;2.5951927;1.71602;0.5189649;4.63818;0.60262;-1.14016;-0.60845;-0.38001;-1.07087;-0.63239;0.55569;-0.48926;0.37738
8530;106.219;2.5463297;1.70155;0.5094207;4.38327;0.18348;-1.08193;-0.75112;-0.80823;-1.03064;-0.56347;0.61314;-0.27002;0.39183
8540;106.207;2.6840966;1.72877;0.4682505;4.50708;-0.96902;-0.71901;-0.14559;0.10142;-0.42856;-0.54435;0.89654;-0.59334;0.49183
8550;107.193;2.6653714;1.72605;0.4889048;4.8015;-0.54456;-1.08454;-0.6375;0.01481;-0.92179;-0.7577;0.76799;-0.2639;0.43495
8560;105.265;2.731967;1.72468;0.4922619;5.0572;-0.30158;-1.17163;-0.49766;-0.16278;-0.85993;-0.71891;0.68477;-0.34617;0.27779
8570;107.489;2.8940461;1.73801;0.504656;5.45268;-0.17356;-1.60586;0.03887;-0.31545;-0.10977;-1.05794;0.3038;-0.34333;0.18377
8580;109.144;2.9523079;1.73753;0.4926579;5.4025;-0.20415;-1.36911;0.05666;0.08071;-0.28731;-0.91067;0.16263;-0.29574;0.0949
8590;108.942;2.8554151;1.73479;0.5030207;5.2124;0.01746;-1.60815;-0.01252;-0.0001;-0.59324;-0.73634;0.19204;-0.02264;-0.02979
8600;110.491;2.8390973;1.72475;0.5155746;5.2294;0.55434;-1.35594;-0.69288;-0.37889;-0.81398;-0.60961;0.15054;-0.13532;-0.04438
8610;108.898;2.7200038;1.71574;0.5170168;4.71173;0.63261;-1.00945;-0.61396;-0.52478;-0.8961;-0.34643;-0.0484;-0.29103;0.45885
8620;108.654;2.8282063;1.73541;0.5345925;5.45395;0.65852;-1.81427;-0.334;-0.35347;-0.7638;-0.66497;-0.5382;-0.37979;0.18856
8630;106.276;2.7640791;1.72261;0.5400232;5.27089;0.62318;-2.21694;-0.44416;-0.19516;-0.67661;-0.76905;0.11926;-0.27329;0.02058
8640;106.412;2.685065;1.71289;0.5411915;5.12017;1.11296;-1.85747;-0.38194;-0.50282;-0.30054;-0.25374;-0.28506;0.02134;0.30518
8650;104.043;2.6367087;1.71167;0.5152459;4.83068;0.19762;-1.65861;-0.08613;-0.52878;-0.58158;-0.26302;-0.02529;-0.53902;0.37614
8660;105.708;2.660975;1.72467;0.4843815;4.62878;-0.69792;-1.47679;0.22587;-0.17853;-0.42625;-0.18631;0.87308;-0.5575;0.19583
8670;107.28;2.6377299;1.72883;0.4979737;5.05389;-0.19425;-1.427;-0.24269;-0.42721;-0.47172;-0.25498;0.66628;-0.38268;0.4686
8680;107.382;2.6867342;1.71836;0.5100896;5.0286;0.2677;-1.54972;-0.32199;-0.39157;-0.39571;-0.36594;0.35254;-0.24226;0.52312
8690;107.009;2.8403521;1.72333;0.5046664;6.04751;0.19815;-1.67469;-0.50894;-0.42221;-0.35859;-0.44969;-0.35098;-0.17012;0.38948
8700;107.799;2.842658;1.72956;0.5205678;5.97317;0.84625;-1.38472;-0.39187;-0.44237;-0.5896;-0.53862;-0.21455;0.26062;0.55923
8710;108.821;2.7144492;1.73112;0.5010724;5.64942;0.02658;-1.49407;-0.42381;-0.5669;-0.64703;-0.11681;-0.17309;0.11229;0.30258
8720;109.666;2.7057974;1.71607;0.4782418;4.56754;-0.46284;-0.97186;-0.38559;-0.07987;-0.58974;-0.21421;0.66287;0.09638;0.55158
8730;109.489;2.7008259;1.7238;0.4636545;4.70144;-0.86524;-0.60128;-0.64321;0.11164;-0.63013;0.03628;0.25725;-0.45322;0.61179
8740;110.68;2.7886019;1.71618;0.4746865;5.23599;-0.44644;-0.39919;-0.93529;-0.61719;-0.91044;-0.35156;-0.48493;-0.15301;0.67665
8750;109.17;2.6597881;1.72412;0.477904;5.31074;-0.60215;-0.83642;-0.74417;-0.74968;-1.18709;-0.11097;0.01731;0.00363;0.67744
8760;109.957;2.6092038;1.70859;0.4965993;4.70203;-0.14919;-0.99714;-0.98445;-0.66035;-0.379;-0.1491;0.01187;-0.3186;0.73568
8770;110.932;2.7578082;1.72327;0.484443;5.12261;-0.53191;-1.02123;-0.36458;-0.56095;-0.08299;-0.31014;-0.34747;-0.39429;0.69694
8780;112.006;2.7860909;1.73325;0.4820502;5.54233;-0.63864;-1.25144;-0.56033;-0.75648;-0.59616;-0.07444;-0.4295;-0.684;0.26462
8790;110.173;2.6701345;1.7176;0.5267839;5.067;0.56668;-1.26359;-0.87158;-0.99084;-0.74901;-0.49704;-0.83212;-0.53867;0.47185
8800;110.033;2.6762469;1.71391;0.499981;5.13708;0.21483;-0.72268;-0.83291;-0.84582;-0.76442;-0.21218;-0.55508;-0.39557;0.58194
8810;109.659;2.7144129;1.71659;0.5275326;5.0564;0.74686;-0.93853;-0.95633;-0.9411;-0.92483;-0.30465;-0.25555;-0.45695;0.60273
8820;111.445;2.6046817;1.70379;0.5280672;4.30683;1.04162;-0.23647;-1.38897;-1.07286;-1.16414;-0.17453;-0.09502;-0.29503;0.57335
8830;110.978;2.7292745;1.72353;0.507625;5.11641;0.44855;-0.61269;-1.22554;-0.27806;-0.8794;-0.07555;-0.51586;-0.20782;0.60652
8840;111.598;2.5971789;1.7099;0.5095624;4.63466;0.4865;-0.02556;-1.39364;-1.3071;-1.08474;0.01932;-0.35955;-0.19977;0.91501
